Surah,Ayah,Tags,Category,Emotion,Context
37,73,"Lessons from history, Punishment, Disbelief, Prophets, Nations",History & Stories (Qasas al-Anbiya),Awe,Historical story
37,74,"Faith, Mercy, Reward, Prophets, Lessons from history",History & Stories (Qasas al-Anbiya),Hope,Historical story
37,75,"Prophets, Dua, Prayer, Mercy, Guidance, Lessons from history","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)",Gratitude,Historical story
37,76,"Prophets, Mercy, Reward, Lessons from history, Hope",History & Stories (Qasas al-Anbiya),Hope,Historical story
37,77,"Prophets, Reward, Mercy, Lessons from history",History & Stories (Qasas al-Anbiya),Hope,Historical story
37,78,"Prophethood, Prophets, Lessons from history, Reward, Mercy",History & Stories (Qasas al-Anbiya),Hope,Historical story
37,79,"Prophethood, Prophets, Mercy, Peace, Lessons from history",History & Stories (Qasas al-Anbiya),Gratitude,Historical story
37,80,"Reward, Kindness, Justice, Mercy",Eschatology (Akhirah),Hope,Spiritual reminder
37,81,"Prophets, Faith, Reward",History & Stories (Qasas al-Anbiya),Gratitude,Historical story
37,82,"Punishment, Nations, Lessons from history, Prophets, Disbelief",History & Stories (Qasas al-Anbiya),Awe,Historical story
37,83,"Prophets, Prophethood, Faith, Guidance",History & Stories (Qasas al-Anbiya),Awe,Historical story
37,84,"Prophethood, Faith, Prayer, Humility, Guidance","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)",Awe,Historical story
37,85,"Tawheed, Prophethood, Prophets, Disbelief, Guidance, Misguidance",History & Stories (Qasas al-Anbiya),Determination,Historical story
37,86,"Tawheed, Disbelief, Prophethood, Misguidance, Prophets",Faith (Aqeedah),Awe,Historical story
37,87,"Tawheed, Prophethood, Disbelief, Guidance, Misguidance",Faith (Aqeedah),Awe,Makki Revelation
37,88,"Prophets, Knowledge, Wisdom, Misguidance",History & Stories (Qasas al-Anbiya),Awe,Historical story
37,89,"Prophets, Humility, Dua","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)",Humility,Historical story
37,90,"Prophets, Disbelief, Lessons from history",History & Stories (Qasas al-Anbiya),Sadness,Historical story
37,91,"Prophethood, Tawheed, Prophets, Lessons from history, Disbelief, Guidance",History & Stories (Qasas al-Anbiya),Determination,Historical story
37,92,"Prophethood, Prophets, Lessons from history, Disbelief, Guidance",History & Stories (Qasas al-Anbiya),Awe,Historical story
37,93,"Prophets, Lessons from history, Faith, Disbelief, Punishment",History & Stories (Qasas al-Anbiya),Determination,Historical story
37,94,"Prophets, Lessons from history, Faith, Disbelief",History & Stories (Qasas al-Anbiya),Determination,Historical story
37,95,"Tawheed, Prophethood, Disbelief, Prophets, Lessons from history",History & Stories (Qasas al-Anbiya),Anger at Injustice,Historical story
37,96,"Tawheed, Power, Creation, Divine Attributes",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
37,97,"Prophets, Hell, Punishment, Disbelief, Lessons from history",History & Stories (Qasas al-Anbiya),Fear,Historical story
37,98,"Prophets, Punishment, Lessons from history, Power, Disbelief",History & Stories (Qasas al-Anbiya),Awe,Historical story
37,99,"Tawheed, Prophethood, Guidance, Dua, Faith, Hope","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)",Hope,Historical story
37,100,"Dua, Hope, Faith, Prophets","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)",Hope,Historical story
37,101,"Prophethood, Prophets, Mercy, Hope, Kindness, Patience",History & Stories (Qasas al-Anbiya),Hope,Historical story
37,102,"Prophethood, Patience, Family, Prophets, Faith, Dua",History & Stories (Qasas al-Anbiya),Patience,Historical story
37,103,"Prophets, Family, Patience, Faith, Guidance, Lessons from history",History & Stories (Qasas al-Anbiya),Determination,Historical story
37,104,"Prophethood, Revelation, Prophets, Dua, Guidance",History & Stories (Qasas al-Anbiya),Awe,Historical story
37,105,"Prophethood, Revelation, Reward, Prophets, Faith",History & Stories (Qasas al-Anbiya),Gratitude,Historical story
37,106,"Prophets, Patience, Lessons from history, Faith, Divine Attributes & Signs",History & Stories (Qasas al-Anbiya),Awe,Historical story
37,107,"Prophets, Sacrifice, Mercy, Reward, Patience",History & Stories (Qasas al-Anbiya),Gratitude,Historical story
37,108,"Prophets, Gratitude, Reward, Lessons from history",History & Stories (Qasas al-Anbiya),Gratitude,Historical story
37,109,"Prophets, Peace, Prophethood, Mercy",History & Stories (Qasas al-Anbiya),Gratitude,Historical story
37,110,"Reward, Kindness, Justice, Mercy",Eschatology (Akhirah),Hope,Eschological context
37,111,"Prophethood, Faith, Prophets, Reward, Mercy",History & Stories (Qasas al-Anbiya),Gratitude,Historical story
37,112,"Prophethood, Prophets, Revelation, Hope, Mercy",History & Stories (Qasas al-Anbiya),Hope,Historical story
37,113,"Prophets, Blessings, Family, Reward, Punishment, Lessons from history",History & Stories (Qasas al-Anbiya),Gratitude,Historical story
37,114,"Prophethood, Prophets, Gratitude, Mercy, Lessons from history",History & Stories (Qasas al-Anbiya),Gratitude,Historical story
37,115,"Prophets, Nations, Lessons from history, Mercy, Reward, Guidance",History & Stories (Qasas al-Anbiya),Hope,Historical story
37,116,"Prophets, Nations, Lessons from history, Reward, Power, Mercy",History & Stories (Qasas al-Anbiya),Hope,Historical story
37,117,"Revelation, Prophethood, Prophets, Guidance, Knowledge",History & Stories (Qasas al-Anbiya),Gratitude,Historical story
37,118,"Guidance, Prophethood, Prophets, Wisdom, Faith",History & Stories (Qasas al-Anbiya),Hope,Historical story
37,119,"Prophets, Lessons from history, Reward, Mercy",History & Stories (Qasas al-Anbiya),Hope,Historical story
37,120,"Prophets, Peace, Mercy, Prophethood",History & Stories (Qasas al-Anbiya),Gratitude,Historical story
37,121,"Reward, Prophets, Kindness, Justice",Eschatology (Akhirah),Hope,Historical story
37,122,"Prophets, Faith, Reward",History & Stories (Qasas al-Anbiya),Gratitude,Historical story
37,123,"Prophethood, Prophets, Lessons from history",History & Stories (Qasas al-Anbiya),Awe,Historical story
37,124,"Prophethood, Disbelief, Fear, Guidance, Prophets, Lessons from history",History & Stories (Qasas al-Anbiya),Fear,Historical story
37,125,"Tawheed, Disbelief, Prophets, Guidance, Misguidance",Faith (Aqeedah),Awe,Makki Revelation
37,126,"Tawheed, Prophethood, Guidance, Faith",Faith (Aqeedah),Awe,Spiritual reminder
37,127,"Prophethood, Disbelief, Punishment, Hell, Accountability, Nations, Lessons from history",Eschatology (Akhirah),Fear,Historical story
37,128,"Faith, Mercy, Reward, Punishment, Prophets, Nations, Lessons from history",Eschatology (Akhirah),Hope,Historical story
37,129,"Prophets, Lessons from history, Faith, Guidance",History & Stories (Qasas al-Anbiya),Hope,Historical story
37,130,"Prophets, Peace, Prophethood",History & Stories (Qasas al-Anbiya),Gratitude,Historical story
37,131,"Reward, Justice, Kindness, Mercy",Eschatology (Akhirah),Hope,Eschological context
37,132,"Prophets, Faith, Reward, Mercy",History & Stories (Qasas al-Anbiya),Gratitude,Historical story
37,133,"Prophethood, Prophets, Lessons from history",History & Stories (Qasas al-Anbiya),Awe,Historical story
37,134,"Prophets, Mercy, Reward, Lessons from history",History & Stories (Qasas al-Anbiya),Gratitude,Historical story
37,135,"Prophets, Nations, Lessons from history, Disbelief, Punishment",History & Stories (Qasas al-Anbiya),Sadness,Historical story
37,136,"Punishment, Nations, Lessons from history, Power, Disbelief",History & Stories (Qasas al-Anbiya),Fear,Historical story
37,137,"Lessons from history, Nations, Guidance, Disbelief",History & Stories (Qasas al-Anbiya),Awe,Historical story
37,138,"Guidance, Wisdom, Knowledge",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
37,139,"Prophethood, Prophets, Lessons from history",History & Stories (Qasas al-Anbiya),Awe,Historical story
37,140,"Prophets, Lessons from history, Patience, Divine Attributes & Signs",History & Stories (Qasas al-Anbiya),Awe,Historical story
37,141,"Zakat, Prophethood, Lessons from history, Prophets",History & Stories (Qasas al-Anbiya),Gratitude,Historical story
37,142,"Prophets, Lessons from history, Mercy, Patience",History & Stories (Qasas al-Anbiya),Patience,Historical story
37,143,"Prophets, Lessons from history, Faith, Patience, Mercy",History & Stories (Qasas al-Anbiya),Awe,Historical story
37,144,"Prophets, Resurrection, Lessons from history",History & Stories (Qasas al-Anbiya),Awe,Historical story
37,145,"Prophets, Lessons from history, Punishment, Mercy",History & Stories (Qasas al-Anbiya),Sadness,Historical story
37,146,"Prophets, Lessons from history, Mercy, Guidance",History & Stories (Qasas al-Anbiya),Awe,Historical story
37,147,"Prophethood, Prophets, Nations, Lessons from history",History & Stories (Qasas al-Anbiya),Awe,Historical story
37,148,"Faith, Reward, Mercy, Prophets, Lessons from history",History & Stories (Qasas al-Anbiya),Hope,Historical story
37,149,"Tawheed, Prophets, Disbelief, Guidance, Misguidance",Faith (Aqeedah),Awe,Makki Revelation
37,150,"Tawheed, Disbelief, Prophethood",Faith (Aqeedah),Awe,Makki Revelation
37,151,"Disbelief, Hypocrisy, Prophethood, Misguidance",Faith (Aqeedah),Anger at Injustice,Makki Revelation
37,152,"Tawheed, Disbelief, Prophets, Misguidance",Faith (Aqeedah),Anger at Injustice,Makki Revelation
37,153,"Prophethood, Prophets, Misguidance, Disbelief",History & Stories (Qasas al-Anbiya),Anger at Injustice,Historical story
37,154,"Disbelief, Misguidance, Prophethood, Guidance",Faith (Aqeedah),Awe,Makki Revelation
37,155,"Guidance, Misguidance, Faith, Disbelief, Knowledge, Wisdom",Faith (Aqeedah),Awe,Spiritual reminder
37,156,"Prophethood, Disbelief, Guidance, Misguidance",Faith (Aqeedah),Awe,Makki Revelation
37,157,"Prophethood, Revelation, Disbelief, Hypocrisy, Guidance, Misguidance",Faith (Aqeedah),Determination,Makki Revelation
37,158,"Tawheed, Disbelief, Prophethood, Resurrection, Accountability, Knowledge, Misguidance",Faith (Aqeedah),Awe,Makki Revelation
37,159,"Tawheed, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
37,160,"Faith, Mercy, Punishment, Heaven, Hell, Prophets, Nations",Eschatology (Akhirah),Hope,Eschological context
37,161,"Tawheed, Disbelief, Prophethood",Faith (Aqeedah),Awe,Makki Revelation
37,162,"Tawheed, Power, Disbelief, Misguidance",Faith (Aqeedah),Awe,Makki Revelation
37,163,"Hell, Punishment, Disbelief, Accountability",Eschatology (Akhirah),Fear,Eschological context
37,164,"Tawheed, Prophethood, Revelation, Knowledge, Power, Wisdom",Faith (Aqeedah),Awe,Spiritual reminder
37,165,"Tawheed, Power, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
37,166,"Tawheed, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
37,167,"Prophets, Nations, Lessons from history, Disbelief",History & Stories (Qasas al-Anbiya),Sadness,Historical story
37,168,"Lessons from history, Prophets, Nations, Disbelief, Misguidance",History & Stories (Qasas al-Anbiya),Sadness,Historical story
37,169,"Tawheed, Faith, Prophets, Hope",Faith (Aqeedah),Hope,Historical story
37,170,"Disbelief, Punishment, Accountability, Prophethood, Revelation",Eschatology (Akhirah),Fear,Makki Revelation
37,171,"Prophethood, Revelation, Prophets, Reward, Mercy, Guidance",History & Stories (Qasas al-Anbiya),Hope,Spiritual reminder
37,172,"Prophets, Reward, Hope, Power, Mercy",Eschatology (Akhirah),Hope,Eschological context
37,173,"Power, Hope, Faith, Mercy, Guidance",Divine Attributes & Signs (Asma wa Sifat),Hope,Spiritual reminder
37,174,"Patience, Guidance, Prophethood","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)",Patience,Spiritual reminder
37,175,"Punishment, Disbelief, Hell, Fear, Lessons from history",Eschatology (Akhirah),Fear,Eschological context
37,176,"Punishment, Fear, Disbelief, Resurrection, Accountability",Eschatology (Akhirah),Fear,Eschatological context
37,177,"Punishment, Fear, Hell, Resurrection, Accountability",Eschatology (Akhirah),Fear,Eschological context
37,178,"Prophets, Patience, Guidance, Misguidance, Lessons from history",History & Stories (Qasas al-Anbiya),Patience,Historical story
37,179,"Prophethood, Guidance, Misguidance, Hope, Fear",Eschatology (Akhirah),Hope,Eschological context
37,180,"Tawheed, Divine Attributes & Signs, Power, Mercy, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
37,181,"Prophethood, Mercy, Peace",Faith (Aqeedah),Gratitude,Spiritual reminder
37,182,"Gratitude, Tawheed",Divine Attributes & Signs (Asma wa Sifat),Gratitude,Spiritual reminder
38,1,"Revelation, Guidance, Qur'an",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
38,2,"Disbelief, Hypocrisy, Misguidance, Power, Punishment",Faith (Aqeedah),Anger at Injustice,Makki Revelation
38,3,"Lessons from history, Punishment, Nations, Fear, Accountability",History & Stories (Qasas al-Anbiya),Fear,Spiritual reminder
38,4,"Prophethood, Disbelief, Misguidance, Guidance, Hypocrisy",Faith (Aqeedah),Anger at Injustice,Makki Revelation
38,5,"Tawheed, Disbelief, Prophethood, Misguidance",Faith (Aqeedah),Awe,Makki Revelation
38,6,"Prophethood, Disbelief, Misguidance, Lessons from history, Nations, Patience",History & Stories (Qasas al-Anbiya),Determination,Historical story
38,7,"Disbelief, Prophethood, Revelation, Misguidance",Faith (Aqeedah),Anger at Injustice,Makki Revelation
38,8,"Revelation, Prophethood, Disbelief, Punishment, Faith, Misguidance",Faith (Aqeedah),Fear,Makki Revelation
38,9,"Mercy, Power, Tawheed, Divine Attributes",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
38,10,"Power, Tawheed, Disbelief, Guidance",Faith (Aqeedah),Awe,Makki Revelation
38,11,"Lessons from history, Nations, Punishment, Disbelief",History & Stories (Qasas al-Anbiya),Awe,Historical story
38,12,"Prophethood, Disbelief, Nations, Lessons from history, Punishment, Prophets",History & Stories (Qasas al-Anbiya),Fear,Historical story
38,13,"Prophets, Nations, Lessons from history, Disbelief, Punishment",History & Stories (Qasas al-Anbiya),Fear,Historical story
38,14,"Prophethood, Disbelief, Punishment, Nations, Lessons from history",History & Stories (Qasas al-Anbiya),Fear,Historical story
38,15,"Hell, Punishment, Resurrection, Accountability, Fear",Eschatology (Akhirah),Fear,Eschological context
38,16,"Dua, Fear, Accountability, Resurrection, Hell","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)",Fear,Eschatological context
38,17,"Patience, Prophets, Lessons from history, Guidance, Repentance",History & Stories (Qasas al-Anbiya),Patience,Spiritual reminder
38,18,"Tawheed, Prophethood, Divine Attributes & Signs, Worship, Gratitude",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
38,19,"Prophets, Lessons from history, Guidance, Power, Wisdom",History & Stories (Qasas al-Anbiya),Awe,Historical story
38,20,"Prophets, Wisdom, Power, Knowledge, Justice",History & Stories (Qasas al-Anbiya),Awe,Historical story
38,21,"Prophets, Lessons from history, Justice, Wisdom",History & Stories (Qasas al-Anbiya),Awe,Historical story
38,22,"Prophethood, Justice, Guidance, Wisdom, Prophets",History & Stories (Qasas al-Anbiya),Fear,Historical story
38,23,"Prophets, Justice, Wisdom, Lessons from history, Power, Knowledge",History & Stories (Qasas al-Anbiya),Anger at Injustice,Historical story
38,24,"Justice, Forgiveness, Humility, Prophets, Lessons from history, Dua, Accountability, Mercy",History & Stories (Qasas al-Anbiya),Repentance,Historical story
38,25,"Forgiveness, Mercy, Reward, Prophets, Hope",Divine Attributes & Signs (Asma wa Sifat),Hope,Historical story
38,26,"Prophethood, Justice, Guidance, Misguidance, Accountability, Punishment, Wisdom, Power",Ethics & Morality (Akhlaq),Fear,Moral teaching context
38,27,"Tawheed, Disbelief, Hell, Punishment, Power, Wisdom",Faith (Aqeedah),Fear,Makki Revelation
38,28,"Justice, Faith, Disbelief, Reward, Punishment, Mercy",Ethics & Morality (Akhlaq),Anger at Injustice,Moral teaching context
38,29,"Revelation, Guidance, Knowledge, Wisdom, Faith",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
38,30,"Prophets, Gratitude, Wisdom, Power, Kindness, Lessons from history",History & Stories (Qasas al-Anbiya),Gratitude,Historical story
38,31,"Prophets, Power, Wisdom, Lessons from history",History & Stories (Qasas al-Anbiya),Awe,Historical story
38,32,"Prophets, Lessons from history, Disbelief, Misguidance, Tawheed, Gratitude, Repentance",History & Stories (Qasas al-Anbiya),Repentance,Historical story
38,33,"Prophets, Power, Dua, Mercy, Wisdom",History & Stories (Qasas al-Anbiya),Hope,Historical story
38,34,"Prophets, Lessons from history, Patience, Repentance, Mercy, Wisdom",History & Stories (Qasas al-Anbiya),Repentance,Historical story
38,35,"Dua, Forgiveness, Prophets, Mercy, Power, Tawheed","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)",Hope,Historical story
38,36,"Prophets, Power, Mercy, Gratitude, Wisdom",History & Stories (Qasas al-Anbiya),Awe,Historical story
38,37,"Prophets, Power, Wisdom, Lessons from history",History & Stories (Qasas al-Anbiya),Awe,Historical story
38,38,"Prophets, Lessons from history, Power, Punishment",History & Stories (Qasas al-Anbiya),Awe,Historical story
38,39,"Mercy, Gratitude, Kindness, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Gratitude,Spiritual reminder
